Species;BirdLife_Species;AvibaseID_BirdLife;eBird_Species;AvibaseID_eBird;BirdTree_Species;IUCN_Species;ID_IUCN;URL_IUCN;IUCN_Status
Sittasomus griseicapillus;Sittasomus griseicapillus;AVIBASE-519D084A;Sittasomus griseicapillus;AVIBASE-5DE4409C;Sittasomus griseicapillus;Sittasomus griseicapillus;103661274;https://www.iucnredlist.org/details/103661274/0;LC
Spizaetus melanoleucus;Spizaetus melanoleucus;AVIBASE-9131A970;Spizaetus melanoleucus;AVIBASE-9131A970;Spizaetus melanoleucus;Spizaetus melanoleucus;22696120;https://www.iucnredlist.org/details/22696120/0;LC
Spizaetus ornatus;Spizaetus ornatus;AVIBASE-EA4FB522;Spizaetus ornatus;AVIBASE-EA4FB522;Spizaetus ornatus;Spizaetus ornatus;22696197;https://www.iucnredlist.org/details/22696197/0;NT
Sporophila aurita;Sporophila americana;AVIBASE-F516D675;Sporophila americana;AVIBASE-F516D675;Sporophila americana;Sporophila americana;22733946;https://www.iucnredlist.org/details/22733946/0;LC
Stachyridopsis chrysaea;Cyanoderma chrysaeum;AVIBASE-3D4BA49D;Cyanoderma chrysaeum;AVIBASE-3D4BA49D;Cyanoderma chrysaeum;Cyanoderma chrysaeum;22716193;https://www.iucnredlist.org/details/22716193/0;LC
Stachyris maculata;Stachyris maculata;AVIBASE-4F128303;Stachyris maculata;AVIBASE-4F128303;Stachyris maculata;Stachyris maculata;22716277;https://www.iucnredlist.org/details/22716277/0;NT
Stachyris nigriceps;Stachyris nigriceps;AVIBASE-D58D57B3;Stachyris nigriceps;AVIBASE-D58D57B3;Stachyris nigriceps;Stachyris nigriceps;22716255;https://www.iucnredlist.org/details/22716255/0;LC
Stachyris poliocephala;Stachyris poliocephala;AVIBASE-65635086;Stachyris poliocephala;AVIBASE-65635086;Stachyris poliocephala;Stachyris poliocephala;22716258;https://www.iucnredlist.org/details/22716258/0;LC
Stachyris striolata;Stachyris strialata;AVIBASE-464EC010;Stachyris strialata;AVIBASE-464EC010;Stachyris striolata;Stachyris strialata;22716265;https://www.iucnredlist.org/details/22716265/0;LC
Struthio camelus;Struthio camelus;AVIBASE-2247CB05;Struthio camelus;AVIBASE-2247CB05;Struthio camelus;Struthio camelus;45020636;https://www.iucnredlist.org/details/45020636/0;LC
Surniculus lugubris;Surniculus lugubris;AVIBASE-A6A5EE59;Surniculus lugubris;AVIBASE-A6A5EE59;Surniculus lugubris;Surniculus lugubris;22728167;https://www.iucnredlist.org/details/22728167/0;LC
Tachyphonus cristatus;Islerothraupis cristata;AVIBASE-7572F846;Loriotus cristatus;AVIBASE-7572F846;Tachyphonus cristatus;Islerothraupis cristata;22722380;https://www.iucnredlist.org/details/22722380/0;LC
Tachyphonus phoenicius;Tachyphonus phoenicius;AVIBASE-20F07F6E;Tachyphonus phoenicius;AVIBASE-20F07F6E;Tachyphonus phoenicius;Tachyphonus phoenicius;22722403;https://www.iucnredlist.org/details/22722403/0;LC
Tachyphonus surinamus;Maschalethraupis surinama;AVIBASE-A90F77DC;Tachyphonus surinamus;AVIBASE-A90F77DC;Tachyphonus surinamus;Maschalethraupis surinama;22722388;https://www.iucnredlist.org/details/22722388/0;LC
Tangara chilensis;Tangara chilensis;AVIBASE-9655118F;Tangara chilensis;AVIBASE-9655118F;Tangara chilensis;Tangara chilensis;22722820;https://www.iucnredlist.org/details/22722820/0;LC
Tangara gyrola;Tangara gyrola;AVIBASE-AB916568;Tangara gyrola;AVIBASE-AB916568;Tangara gyrola;Tangara gyrola;22722878;https://www.iucnredlist.org/details/22722878/0;LC
Tangara velia;Tangara velia;AVIBASE-81144BF7;Tangara velia;AVIBASE-ECDD97C9;Tangara velia;Tangara velia;22722953;https://www.iucnredlist.org/details/22722953/0;LC
Tanygnathus lucionensis;Tanygnathus lucionensis;AVIBASE-9A1856F5;Tanygnathus lucionensis;AVIBASE-9A1856F5;Tanygnathus lucionensis;Tanygnathus lucionensis;22685009;https://www.iucnredlist.org/details/22685009/0;NT
Tauraco macrorhynchus;Tauraco macrorhynchus;AVIBASE-EEC520B0;Tauraco macrorhynchus;AVIBASE-EEC520B0;Tauraco macrorhynchus;Tauraco macrorhynchus;22688350;https://www.iucnredlist.org/details/22688350/0;LC
Tauraco persa;Tauraco persa;AVIBASE-0B36500B;Tauraco persa;AVIBASE-0B36500B;Tauraco persa;Tauraco persa;22688312;https://www.iucnredlist.org/details/22688312/0;LC
Terenotriccus erythrurus;Terenotriccus erythrurus;AVIBASE-B226B93B;Terenotriccus erythrurus;AVIBASE-B226B93B;Terenotriccus erythrurus;Terenotriccus erythrurus;22699711;https://www.iucnredlist.org/details/22699711/0;LC
Terpsiphone affinis;Terpsiphone affinis;AVIBASE-763511B2;Terpsiphone affinis;AVIBASE-27930A17;Terpsiphone paradisi;Terpsiphone affinis;103716095;https://www.iucnredlist.org/details/103716095/0;LC
Thalurania furcata;Thalurania furcata;AVIBASE-EB8F11B5;Thalurania furcata;AVIBASE-EB8F11B5;Thalurania furcata;Thalurania furcata;22687399;https://www.iucnredlist.org/details/22687399/0;LC
Thamnomanes ardesiacus;Thamnomanes ardesiacus;AVIBASE-32180749;Thamnomanes ardesiacus;AVIBASE-32180749;Thamnomanes ardesiacus;Thamnomanes ardesiacus;22701415;https://www.iucnredlist.org/details/22701415/0;LC
Thamnomanes caesius;Thamnomanes caesius;AVIBASE-E717D293;Thamnomanes caesius;AVIBASE-E717D293;Thamnomanes caesius;Thamnomanes caesius;22701420;https://www.iucnredlist.org/details/22701420/0;LC
Thamnophilus amazonicus;Thamnophilus amazonicus;AVIBASE-80DBA1ED;Thamnophilus amazonicus;AVIBASE-80DBA1ED;Thamnophilus amazonicus;Thamnophilus amazonicus;22701335;https://www.iucnredlist.org/details/22701335/0;LC
Thamnophilus murinus;Thamnophilus murinus;AVIBASE-AE3CEAED;Thamnophilus murinus;AVIBASE-AE3CEAED;Thamnophilus murinus;Thamnophilus murinus;22701318;https://www.iucnredlist.org/details/22701318/0;LC
Thamnophilus punctatus;Thamnophilus punctatus;AVIBASE-3B9B9B3E;Thamnophilus punctatus;AVIBASE-3B9B9B3E;Thamnophilus punctatus;Thamnophilus punctatus;22701325;https://www.iucnredlist.org/details/22701325/0;LC
Thalurania colombica;Thalurania colombica;AVIBASE-EE7180C8;Thalurania colombica;AVIBASE-EE7180C8;Thalurania colombica;Thalurania colombica;22726696;https://www.iucnredlist.org/details/22726696/0;LC
Thraupis episcopus;Tangara episcopus;AVIBASE-EFCDB0EC;Thraupis episcopus;AVIBASE-EFCDB0EC;Thraupis episcopus;Tangara episcopus;22722527;https://www.iucnredlist.org/details/22722527/0;LC
Threnetes ruckeri;Threnetes ruckeri;AVIBASE-DDCF894E;Threnetes ruckeri;AVIBASE-DDCF894E;Threnetes ruckeri;Threnetes ruckeri;22686925;https://www.iucnredlist.org/details/22686925/0;LC
Tinamus guttatus;Tinamus guttatus;AVIBASE-0480B7C9;Tinamus guttatus;AVIBASE-0480B7C9;Tinamus guttatus;Tinamus guttatus;22678151;https://www.iucnredlist.org/details/22678151/0;NT
Tinamus major;Tinamus major;AVIBASE-42D72AE1;Tinamus major;AVIBASE-42D72AE1;Tinamus major;Tinamus major;22678148;https://www.iucnredlist.org/details/22678148/0;LC
Tinamus tao;Tinamus tao;AVIBASE-346D16D5;Tinamus tao;AVIBASE-346D16D5;Tinamus tao;Tinamus tao;22678135;https://www.iucnredlist.org/details/22678135/0;VU
Tockus camurus;Lophoceros camurus;AVIBASE-53D72911;Lophoceros camurus;AVIBASE-53D72911;Tockus camurus;Lophoceros camurus;22682363;https://www.iucnredlist.org/details/22682363/0;LC
Tockus fasciatus;Lophoceros fasciatus;AVIBASE-4B8F7AF5;Lophoceros fasciatus;AVIBASE-202D9FBB;Tockus fasciatus;Lophoceros fasciatus;61612961;https://www.iucnredlist.org/details/61612961/0;LC
Tolmomyias assimilis;Tolmomyias assimilis;AVIBASE-152E11D2;Tolmomyias assimilis;AVIBASE-F941611E;Tolmomyias assimilis;Tolmomyias assimilis;103680514;https://www.iucnredlist.org/details/103680514/0;LC
Tolmomyias poliocephalus;Tolmomyias poliocephalus;AVIBASE-672EA938;Tolmomyias poliocephalus;AVIBASE-672EA938;Tolmomyias poliocephalus;Tolmomyias poliocephalus;22699615;https://www.iucnredlist.org/details/22699615/0;LC
Treron capellei;Treron capellei;AVIBASE-28F77A79;Treron capellei;AVIBASE-28F77A79;Treron capellei;Treron capellei;22691198;https://www.iucnredlist.org/details/22691198/0;VU
Treron curvirostra;Treron curvirostra;AVIBASE-3F61AB07;Treron curvirostra;AVIBASE-3F61AB07;Treron curvirostra;Treron curvirostra;22691160;https://www.iucnredlist.org/details/22691160/0;LC
Treron olax;Treron olax;AVIBASE-23E07E95;Treron olax;AVIBASE-23E07E95;Treron olax;Treron olax;22691132;https://www.iucnredlist.org/details/22691132/0;LC
Tricholestes criniger;Tricholestes criniger;AVIBASE-260C7E77;Tricholestes criniger;AVIBASE-260C7E77;Tricholestes criniger;Tricholestes criniger;22713161;https://www.iucnredlist.org/details/22713161/0;LC
Trogon collaris;Trogon collaris;AVIBASE-A1458984;Trogon collaris;AVIBASE-A1458984;Trogon collaris;Trogon collaris;61692251;https://www.iucnredlist.org/details/61692251/0;LC
Trogon melanurus;Trogon melanurus;AVIBASE-2CC8DFAA;Trogon melanurus;AVIBASE-2CC8DFAA;Trogon melanurus;Trogon melanurus;22736251;https://www.iucnredlist.org/details/22736251/0;LC
Trogon rufus;Trogon rufus;AVIBASE-EB24DFEE;Trogon rufus;AVIBASE-EB24DFEE;Trogon rufus;Trogon rufus;22682810;https://www.iucnredlist.org/details/22682810/0;LC
Trogon violaceus;Trogon violaceus;AVIBASE-2123574A;Trogon violaceus;AVIBASE-563C5F5D;Trogon violaceus;Trogon violaceus;61686959;https://www.iucnredlist.org/details/61686959/0;LC
Trogon viridis;Trogon viridis;AVIBASE-BA2F0BFD;Trogon viridis;AVIBASE-BA2F0BFD;Trogon viridis;Trogon viridis;22736238;https://www.iucnredlist.org/details/22736238/0;LC
Tropicranus albocristatus;Horizocerus albocristatus;AVIBASE-8009A6BC;Horizocerus albocristatus;AVIBASE-9B729FF3;Tropicranus albocristatus;Horizocerus albocristatus;22725946;https://www.iucnredlist.org/details/22725946/0;LC
Turdus albicollis;Turdus albicollis;AVIBASE-EB85ED46;Turdus albicollis;AVIBASE-E90B937B;Turdus albicollis;Turdus albicollis;22708942;https://www.iucnredlist.org/details/22708942/0;LC
Turdus assimilis;Turdus assimilis;AVIBASE-0A8145AC;Turdus assimilis;AVIBASE-7C550267;Turdus assimilis;Turdus assimilis;22708938;https://www.iucnredlist.org/details/22708938/0;LC
Turdus nigrescens;Turdus nigrescens;AVIBASE-C43110B3;Turdus nigrescens;AVIBASE-C43110B3;Turdus nigrescens;Turdus nigrescens;22708844;https://www.iucnredlist.org/details/22708844/0;LC
Tyranneutes virescens;Tyranneutes virescens;AVIBASE-714DF6EC;Tyranneutes virescens;AVIBASE-714DF6EC;Tyranneutes virescens;Tyranneutes virescens;22701200;https://www.iucnredlist.org/details/22701200/0;LC
Tyrannus albogularis;Tyrannus albogularis;AVIBASE-6FCD33D6;Tyrannus albogularis;AVIBASE-6FCD33D6;Tyrannus albogularis;Tyrannus albogularis;22700482;https://www.iucnredlist.org/details/22700482/0;LC
Veniliornis cassini;Veniliornis cassini;AVIBASE-C17751ED;Dryobates cassini;AVIBASE-C17751ED;Veniliornis cassini;Veniliornis cassini;22681219;https://www.iucnredlist.org/details/22681219/0;LC
Veniliornis passerinus;Veniliornis passerinus;AVIBASE-898101E6;Dryobates passerinus;AVIBASE-898101E6;Veniliornis passerinus;Veniliornis passerinus;22681199;https://www.iucnredlist.org/details/22681199/0;LC
Vireo olivaceus;Vireo olivaceus;AVIBASE-847717E2;Vireo olivaceus;AVIBASE-847717E2;Vireo olivaceus;Vireo olivaceus;155115462;https://www.iucnredlist.org/details/155115462/0;LC
Willisornis poecilinotus;Willisornis poecilinotus;AVIBASE-92F221D7;Willisornis poecilinotus;AVIBASE-92F221D7;Willisornis poecilinotus;Willisornis poecilinotus;103658813;https://www.iucnredlist.org/details/103658813/0;LC
Wilsonia citrina;Setophaga citrina;AVIBASE-15EB3000;Setophaga citrina;AVIBASE-15EB3000;Wilsonia citrina;Setophaga citrina;22721876;https://www.iucnredlist.org/details/22721876/0;LC
Xenops minutus;Xenops minutus;AVIBASE-4271791D;Xenops minutus;AVIBASE-8C310C50;Xenops minutus;Xenops minutus;103670750;https://www.iucnredlist.org/details/103670750/0;LC
Xipholena punicea;Xipholena punicea;AVIBASE-FCFA9431;Xipholena punicea;AVIBASE-FCFA9431;Xipholena punicea;Xipholena punicea;22700894;https://www.iucnredlist.org/details/22700894/0;LC
Xiphorhynchus pardalotus;Xiphorhynchus pardalotus;AVIBASE-B7FFA983;Xiphorhynchus pardalotus;AVIBASE-B7FFA983;Xiphorhynchus pardalotus;Xiphorhynchus pardalotus;22703124;https://www.iucnredlist.org/details/22703124/0;LC
Xiphorhynchus guttatus;Xiphorhynchus guttatus;AVIBASE-2786839E;Xiphorhynchus guttatus;AVIBASE-34528F8F;Xiphorhynchus guttatus;Xiphorhynchus guttatus;103670045;https://www.iucnredlist.org/details/103670045/0;LC
Zenaida asiatica;Zenaida asiatica;AVIBASE-BFBC73AF;Zenaida asiatica;AVIBASE-BFBC73AF;Zenaida asiatica;Zenaida asiatica;22733956;https://www.iucnredlist.org/details/22733956/0;LC
Zentrygon chiriquensis;Zentrygon chiriquensis;AVIBASE-E9476773;Zentrygon chiriquensis;AVIBASE-E9476773;Geotrygon chiriquensis;Zentrygon chiriquensis;22690936;https://www.iucnredlist.org/details/22690936/0;LC
Zentrygon costaricensis;Zentrygon costaricensis;AVIBASE-944159C3;Zentrygon costaricensis;AVIBASE-944159C3;Geotrygon costaricensis;Zentrygon costaricensis;22690908;https://www.iucnredlist.org/details/22690908/0;LC
Zentrygon lawrencii;Zentrygon lawrencii;AVIBASE-DCC794E5;Zentrygon lawrencii;AVIBASE-DCC794E5;Geotrygon lawrencii;Zentrygon lawrencii;22728963;https://www.iucnredlist.org/details/22728963/0;LC
Zimmerius gracilipes;Zimmerius gracilipes;AVIBASE-5CDCBAA4;Zimmerius gracilipes;AVIBASE-5CDCBAA4;Zimmerius gracilipes;Zimmerius gracilipes;22735526;https://www.iucnredlist.org/details/22735526/0;LC
